kicker_name,kick_distance,kicking_team,kick_off_yard_line,kicking_start,kick_name,return_distance
D.Bailey,69,DAL,35,-4.,D.Wilson,20
L.Tynes,67,NYG,35,-2.,F.Jones,22
D.Bailey,67,DAL,35,-2.,D.Wilson,32
D.Bailey,61,DAL,35,4.,A.Brown,7
L.Tynes,70,NYG,35,-5.,F.Jones,25
D.Bailey,69,DAL,35,-4.,A.Brown,22
D.Bailey,63,DAL,35,2.,D.Wilson,19
L.Tynes,53,NYG,35,12.,F.Jones,14
P.McAfee,67,IND,35,-2.,D.Hester,18
R.Gould,70,CHI,35,-5.,C.Vaughn,28
P.McAfee,68,IND,35,-3.,D.Hester,31
R.Gould,66,CHI,35,-1.,C.Vaughn,23
R.Gould,53,CHI,35,12.,M.Moore,7
P.Dawson,57,CLV,35,8.,S.Havili,18
P.Dawson,68,CLV,35,-3.,B.Boykin,29
A.Henery,70,PHI,35,-5.,J.Cribbs,39
A.Henery,40,PHI,35,25.,E.Stephens,7
A.Henery,71,PHI,35,-6.,J.Cribbs,19
P.Dawson,64,CLV,35,1.,B.Boykin,17
G.Zuerlein,70,SL,35,-5.,S.Logan,18
J.Hanson,70,DET,35,-5.,I.Pead,25
S.Graham,65,HST,35,0.,M.Thigpen,17
S.Graham,68,HST,35,-3.,M.Thigpen,32
S.Graham,65,HST,35,0.,M.Thigpen,30
S.Graham,44,HST,35,21.,J.Lane,18
D.Carpenter,67,MIA,35,-2.,T.Holliday,17
D.Carpenter,70,MIA,35,-5.,T.Holliday,19
S.Graham,66,HST,35,-1.,M.Thigpen,27
M.Bosher,60,ATL,35,5.,J.Arenas,18
M.Bosher,66,ATL,35,-1.,J.Arenas,25
R.Succop,65,KC,35,0.,Jz.,27
M.Bosher,52,ATL,35,13.,T.Copper,16
M.Bosher,66,ATL,35,-1.,J.Arenas,18
R.Succop,70,KC,35,-5.,H.Douglas,8
J.Scobee,59,JAX,35,6.,M.Asiata,18
J.Scobee,70,JAX,35,-5.,P.Harvin,28
B.Walsh,69,MIN,35,-4.,J.Parmele,20
B.Walsh,69,MIN,35,-4.,J.Parmele,22
J.Scobee,72,JAX,35,-7.,P.Harvin,30
J.Scobee,56,JAX,35,9.,M.Asiata,22
J.Scobee,70,JAX,35,-5.,P.Harvin,30
B.Walsh,63,MIN,35,2.,J.Parmele,21
B.Cundiff,73,WAS,35,-8.,D.Sproles,26
T.Morstead,64,NO,35,1.,B.Banks,22
J.Potter,70,BUF,35,-5.,J.McKnight,24
N.Folk,68,NYJ,35,-3.,L.McKelvin,23
N.Folk,64,NYJ,35,1.,L.McKelvin,22
N.Folk,73,NYJ,35,-8.,L.McKelvin,26
R.Bironas,67,TEN,35,-2.,D.McCourty,28
S.Gostkowski,69,NE,35,-4.,D.Reynaud,22
S.Gostkowski,73,NE,35,-8.,D.Reynaud,26
S.Gostkowski,64,NE,35,1.,D.Reynaud,20
R.Bironas,67,TEN,35,-2.,M.Slater,19
J.Feely,70,ARZ,35,-5.,L.Washington,28
S.Hauschka,65,SEA,35,0.,L.Stephens-Howling,22
J.Feely,70,ARZ,35,-5.,L.Washington,22
J.Feely,72,ARZ,35,-7.,L.Washington,83
D.Akers,68,SF,35,-3.,R.Cobb,24
D.Akers,70,SF,35,-5.,R.Cobb,28
D.Akers,62,SF,35,3.,R.Cobb,21
M.Crosby,70,GB,35,-5.,K.Hunter,31
J.Medlock,70,CAR,35,-5.,M.Smith,15
J.Medlock,64,CAR,35,1.,M.Smith,17
M.Koenen,74,TB,35,-9.,J.Adams,31
J.Medlock,70,CAR,35,-5.,M.Smith,23
M.Prater,71,DEN,35,-6.,E.Sanders,27
M.Nugent,71,CIN,35,-6.,D.Thompson,27
J.Tucker,69,BLT,35,-4.,B.Tate,25
M.Nugent,70,CIN,35,-5.,D.Thompson,23
M.Nugent,68,CIN,35,-3.,D.Thompson,14
J.Tucker,67,BLT,35,-2.,B.Tate,24
N.Kaeding,57,SD,35,8.,T.Jones,6
S.Janikowski,69,OAK,35,-4.,R.Goodman,25
S.Janikowski,49,OAK,35,16.,R.Goodman,17
S.Janikowski,70,OAK,35,-5.,R.Goodman,34
R.Gould,69,CHI,35,-4.,R.Cobb,21
M.Crosby,66,GB,35,-1.,D.Hester,38
M.Crosby,58,GB,35,7.,D.Hester,19
J.Potter,60,BUF,35,5.,J.Arenas,17
J.Potter,59,BUF,35,6.,J.Arenas,23
R.Succop,50,KC,35,15.,B.Smith,5
T.Morstead,69,NO,35,-4.,J.Adams,24
T.Morstead,69,NO,35,-4.,J.Adams,24
T.Morstead,63,NO,35,2.,J.Adams,24
J.Medlock,70,CAR,35,-5.,D.Sproles,38
J.Medlock,70,CAR,35,-5.,D.Sproles,14
M.Nugent,68,CIN,35,-3.,J.Cribbs,21
M.Nugent,67,CIN,35,-2.,J.Cribbs,38
M.Nugent,68,CIN,35,-3.,J.Cribbs,27
P.Dawson,73,CLV,35,-8.,A.Jones,31
M.Nugent,70,CIN,35,-5.,J.Cribbs,24
M.Nugent,70,CIN,35,-5.,J.Cribbs,24
P.Dawson,72,CLV,35,-7.,B.Tate,30
P.Dawson,60,CLV,35,5.,B.Tate,18
M.Nugent,69,CIN,35,-4.,J.Cribbs,31
P.McAfee,70,IND,35,-5.,P.Harvin,28
P.McAfee,72,IND,35,-7.,P.Harvin,50
B.Walsh,68,MIN,35,-3.,T.Hilton,19
P.McAfee,73,IND,35,-8.,M.Sherels,23
J.Scobee,74,JAX,35,-9.,T.Holliday,30
S.Graham,67,HST,35,-2.,J.Parmele,23
S.Graham,65,HST,35,0.,J.Parmele,38
J.Scobee,73,JAX,35,-8.,T.Holliday,28
S.Graham,60,HST,35,5.,J.Parmele,18
J.Feely,65,ARZ,35,0.,D.McCourty,21
J.Feely,65,ARZ,35,0.,D.McCourty,25
S.Gostkowski,56,NE,35,9.,E.Doucet,18
M.Koenen,68,TB,35,-3.,D.Wilson,33
L.Tynes,66,NYG,35,-1.,A.Benn,20
L.Tynes,65,NYG,35,0.,A.Benn,22
M.Koenen,66,TB,35,-1.,D.Wilson,9
L.Tynes,67,NYG,35,-2.,A.Benn,55
M.Koenen,68,TB,35,-3.,D.Wilson,44
L.Tynes,66,NYG,35,-1.,A.Benn,25
L.Tynes,58,NYG,35,7.,A.Benn,19
L.Tynes,63,NYG,35,2.,A.Benn,22
L.Tynes,47,NYG,35,18.,D.Ware,18
A.Henery,72,PHI,35,-7.,D.Thompson,49
J.Tucker,70,BLT,35,-5.,B.Boykin,21
A.Henery,65,PHI,35,0.,D.Thompson,23
J.Tucker,65,BLT,35,0.,B.Boykin,27
A.Henery,73,PHI,35,-8.,D.Thompson,28
D.Carpenter,62,MIA,35,3.,C.Francies,13
D.Carpenter,63,MIA,35,2.,M.Goodson,16
S.Hauschka,65,SEA,35,0.,F.Jones,16
D.Bailey,59,DAL,35,6.,L.Washington,20
S.Hauschka,73,SEA,35,-8.,F.Jones,23
S.Hauschka,73,SEA,35,-8.,F.Jones,29
S.Hauschka,68,SEA,35,-3.,F.Jones,22
B.Cundiff,68,WAS,35,-3.,I.Pead,12
G.Zuerlein,70,SL,35,-5.,B.Banks,25
G.Zuerlein,51,SL,35,14.,B.Banks,2
N.Folk,62,NYJ,35,3.,C.Rainey,22
N.Folk,69,NYJ,35,-4.,C.Rainey,23
S.Suisham,67,PIT,35,-2.,J.McKnight,33
S.Suisham,74,PIT,35,-9.,J.McKnight,26
R.Bironas,73,TEN,35,-8.,R.Goodman,37
N.Kaeding,62,SD,35,3.,D.Reynaud,18
N.Kaeding,70,SD,35,-5.,D.Reynaud,16
R.Bironas,71,TEN,35,-6.,R.Goodman,37
N.Kaeding,60,SD,35,5.,L.Hawkins,24
N.Kaeding,68,SD,35,-3.,L.Hawkins,71
N.Kaeding,65,SD,35,0.,L.Hawkins,18
N.Kaeding,61,SD,35,4.,L.Hawkins,17
D.Akers,66,SF,35,-1.,S.Logan,40
J.Hanson,70,DET,35,-5.,K.Hunter,20
J.Hanson,65,DET,35,0.,K.Hunter,21
M.Bosher,68,ATL,35,-3.,O.Bolden,17
M.Bosher,67,ATL,35,-2.,O.Bolden,30
M.Prater,53,DEN,35,12.,Jz.,23
M.Prater,59,DEN,35,6.,L.Polite,24
L.Tynes,62,NYG,35,3.,J.Adams,15
L.Tynes,61,NYG,35,4.,J.Adams,14
L.Tynes,70,NYG,35,-5.,J.Adams,26
J.Medlock,65,CAR,35,0.,D.Wilson,19
L.Tynes,68,NYG,35,-3.,J.Adams,28
G.Zuerlein,68,SL,35,-3.,D.Hester,30
G.Zuerlein,69,SL,35,-4.,D.Hester,37
R.Gould,71,CHI,35,-6.,I.Pead,24
G.Zuerlein,60,SL,35,5.,D.Hester,18
J.Potter,73,BUF,35,-8.,J.Cribbs,34
J.Potter,71,BUF,35,-6.,J.Cribbs,34
J.Potter,73,BUF,35,-8.,J.Cribbs,17
P.Dawson,69,CLV,35,-4.,L.McKelvin,34
P.McAfee,71,IND,35,-6.,M.Thomas,20
J.Scobee,70,JAX,35,-5.,C.Vaughn,22
J.Scobee,70,JAX,35,-5.,C.Vaughn,31
J.Scobee,67,JAX,35,-2.,C.Vaughn,40
D.Carpenter,70,MIA,35,-5.,J.McKnight,24
D.Carpenter,62,MIA,35,3.,J.McKnight,15
D.Carpenter,63,MIA,35,2.,J.McKnight,23
N.Folk,71,NYJ,35,-6.,M.Thigpen,27
N.Folk,67,NYJ,35,-2.,M.Thigpen,31
D.Akers,69,SF,35,-4.,P.Harvin,22
B.Walsh,65,MIN,35,0.,K.Hunter,20
B.Walsh,70,MIN,35,-5.,K.Hunter,29
B.Walsh,73,MIN,35,-8.,K.Williams,94
D.Akers,70,SF,35,-5.,P.Harvin,32
D.Akers,71,SF,35,-6.,P.Harvin,20
B.Walsh,72,MIN,35,-7.,K.Williams,50
R.Succop,69,KC,35,-4.,D.Sproles,21
T.Morstead,71,NO,35,-6.,J.Arenas,18
R.Succop,72,KC,35,-7.,D.Sproles,20
T.Morstead,68,NO,35,-3.,J.Arenas,27
T.Morstead,72,NO,35,-7.,S.Draughn,23
T.Morstead,70,NO,35,-5.,S.Draughn,14
R.Succop,73,KC,35,-8.,D.Sproles,38
R.Succop,73,KC,35,-8.,D.Sproles,28
R.Bironas,52,TEN,35,13.,S.Logan,19
J.Hanson,69,DET,35,-4.,D.Reynaud,25
J.Hanson,69,DET,35,-4.,D.Reynaud,19
J.Hanson,70,DET,35,-5.,D.Reynaud,105
J.Hanson,70,DET,35,-5.,D.Reynaud,25
R.Bironas,66,TEN,35,-1.,S.Logan,23
M.Nugent,67,CIN,35,-2.,B.Banks,19
B.Cundiff,61,WAS,35,4.,B.Tate,14
M.Nugent,71,CIN,35,-6.,B.Banks,26
J.Feely,64,ARZ,35,1.,B.Boykin,23
J.Feely,67,ARZ,35,-2.,B.Boykin,24
J.Feely,59,ARZ,35,6.,B.Boykin,19
M.Bosher,60,ATL,35,5.,R.Goodman,31
S.Graham,64,HST,35,1.,O.Bolden,17
S.Graham,63,HST,35,2.,O.Bolden,24
S.Suisham,60,PIT,35,5.,M.Reece,36
S.Janikowski,66,OAK,35,-1.,C.Rainey,20
S.Suisham,64,PIT,35,1.,M.Goodson,51
S.Janikowski,67,OAK,35,-2.,C.Rainey,24
S.Gostkowski,64,NE,35,1.,D.Thompson,23
S.Gostkowski,68,NE,35,-3.,D.Thompson,36
S.Gostkowski,69,NE,35,-4.,D.Thompson,22
J.Tucker,70,BLT,35,-5.,D.McCourty,24
S.Hauschka,64,SEA,35,1.,R.Cobb,23
M.Crosby,69,GB,35,-4.,L.Washington,21
J.Tucker,72,BLT,35,-7.,T.Benjamin,24
P.Dawson,71,CLV,35,-6.,D.Thompson,25
P.Dawson,73,CLV,35,-8.,D.Thompson,19
J.Tucker,74,BLT,35,-9.,T.Benjamin,23
P.Dawson,66,CLV,35,-1.,D.Thompson,24
J.Medlock,68,CAR,35,-3.,Jz.,27
M.Bosher,72,ATL,35,-7.,K.Pilares,28
M.Bosher,69,ATL,35,-4.,K.Pilares,27
J.Potter,66,BUF,35,-1.,D.McCourty,20
S.Gostkowski,70,NE,35,-5.,L.McKelvin,26
J.Hanson,70,DET,35,-5.,P.Harvin,105
J.Hanson,37,DET,35,28.,C.Ballard,4
R.Bironas,72,TEN,35,-7.,T.Holliday,30
S.Graham,69,HST,35,-4.,D.Reynaud,22
S.Graham,70,HST,35,-5.,D.Reynaud,22
R.Bironas,68,TEN,35,-3.,T.Holliday,26
S.Graham,55,HST,35,10.,C.Stevens,18
S.Graham,62,HST,35,3.,D.Reynaud,23
S.Graham,66,HST,35,-1.,D.Reynaud,22
R.Succop,74,KC,35,-9.,R.Goodman,33
N.Novak,72,SD,35,-7.,S.Draughn,29
N.Novak,68,SD,35,-3.,S.Draughn,24
N.Novak,68,SD,35,-3.,S.Draughn,23
R.Succop,67,KC,35,-2.,R.Goodman,20
N.Novak,69,SD,35,-4.,C.Gray,33
N.Folk,70,NYJ,35,-5.,K.Williams,25
D.Akers,73,SF,35,-8.,J.McKnight,29
D.Akers,73,SF,35,-8.,J.McKnight,44
G.Zuerlein,70,SL,35,-5.,L.Washington,69
D.Carpenter,65,MIA,35,0.,W.Powell,25
J.Feely,72,ARZ,35,-7.,M.Thigpen,23
D.Carpenter,72,MIA,35,-7.,W.Powell,41
S.Janikowski,66,OAK,35,-1.,O.Bolden,16
M.Nugent,64,CIN,35,1.,J.Parmele,21
M.Nugent,69,CIN,35,-4.,R.Jennings,27
T.Morstead,66,NO,35,-1.,R.Cobb,24
M.Crosby,69,GB,35,-4.,D.Sproles,32
T.Morstead,70,NO,35,-5.,R.Cobb,30
M.Crosby,63,GB,35,2.,D.Sproles,24
T.Morstead,65,NO,35,0.,R.Cobb,34
M.Crosby,69,GB,35,-4.,D.Sproles,35
M.Koenen,65,TB,35,0.,N.Paul,25
M.Koenen,71,TB,35,-6.,N.Paul,17
A.Henery,62,PHI,35,3.,D.Wilson,36
L.Tynes,56,NYG,35,9.,B.Boykin,14
L.Tynes,66,NYG,35,-1.,B.Boykin,21
A.Henery,67,PHI,35,-2.,D.Wilson,45
A.Henery,67,PHI,35,-2.,D.Wilson,53
A.Henery,71,PHI,35,-6.,D.Wilson,23
L.Tynes,63,NYG,35,2.,B.Boykin,15
A.Henery,67,PHI,35,-2.,D.Wilson,37
R.Gould,74,CHI,35,-9.,F.Jones,26
J.Feely,70,ARZ,35,-5.,C.Givens,36
M.Nugent,67,CIN,35,-2.,M.Thigpen,30
D.Carpenter,70,MIA,35,-5.,B.Tate,34
D.Carpenter,69,MIA,35,-4.,B.Tate,15
P.McAfee,66,IND,35,-1.,R.Cobb,35
P.McAfee,74,IND,35,-9.,R.Cobb,26
P.McAfee,73,IND,35,-8.,R.Cobb,34
J.Tucker,66,BLT,35,-1.,S.Draughn,21
J.Tucker,71,BLT,35,-6.,S.Draughn,41
J.Tucker,63,BLT,35,2.,S.Draughn,20
R.Succop,65,KC,35,0.,D.Thompson,20
P.Dawson,62,CLV,35,3.,D.Wilson,11
P.Dawson,56,CLV,35,9.,D.Wilson,13
P.Dawson,70,CLV,35,-5.,A.Brown,13
L.Tynes,69,NYG,35,-4.,J.Cribbs,40
P.Dawson,53,CLV,35,12.,D.Wilson,9
L.Tynes,72,NYG,35,-7.,J.Cribbs,24
L.Tynes,66,NYG,35,-1.,J.Cribbs,28
L.Tynes,69,NYG,35,-4.,J.Cribbs,74
P.Dawson,69,CLV,35,-4.,D.Wilson,21
L.Tynes,66,NYG,35,-1.,J.Cribbs,25
S.Suisham,70,PIT,35,-5.,B.Boykin,21
S.Suisham,59,PIT,35,6.,B.Boykin,25
A.Henery,70,PHI,35,-5.,C.Rainey,13
A.Henery,69,PHI,35,-4.,C.Rainey,44
S.Suisham,63,PIT,35,2.,B.Boykin,19
B.Cundiff,63,WAS,35,2.,Jz.,18
M.Bosher,70,ATL,35,-5.,B.Banks,27
M.Bosher,70,ATL,35,-5.,B.Banks,27
M.Bosher,67,ATL,35,-2.,B.Banks,24
M.Bosher,69,ATL,35,-4.,B.Banks,35
S.Hauschka,67,SEA,35,-2.,K.Pilares,15
S.Hauschka,70,SEA,35,-5.,K.Pilares,24
S.Hauschka,67,SEA,35,-2.,K.Pilares,25
J.Medlock,40,CAR,35,25.,D.Baldwin,3
R.Gould,60,CHI,35,5.,R.Jennings,21
R.Gould,66,CHI,35,-1.,R.Jennings,26
B.Walsh,63,MIN,35,2.,D.Reynaud,30
B.Walsh,73,MIN,35,-8.,D.Reynaud,31
S.Gostkowski,67,NE,35,-2.,O.Bolden,18
M.Prater,69,DEN,35,-4.,D.McCourty,23
S.Gostkowski,65,NE,35,0.,O.Bolden,10
J.Potter,68,BUF,35,-3.,K.Williams,17
D.Akers,68,SF,35,-3.,L.McKelvin,59
J.Potter,67,BUF,35,-2.,K.Williams,28
D.Akers,55,SF,35,10.,B.Smith,28
T.Morstead,68,NO,35,-3.,R.Goodman,22
N.Novak,70,SD,35,-5.,D.Sproles,24
N.Novak,71,SD,35,-6.,D.Sproles,25
T.Morstead,74,NO,35,-9.,R.Goodman,38
T.Morstead,70,NO,35,-5.,R.Goodman,23
T.Morstead,74,NO,35,-9.,R.Goodman,24
N.Folk,64,NYJ,35,1.,T.Holliday,14
S.Graham,68,HST,35,-3.,J.McKnight,16
S.Graham,65,HST,35,0.,J.McKnight,25
S.Graham,65,HST,35,0.,J.McKnight,100
S.Graham,56,HST,35,9.,E.Smith,19
N.Folk,68,NYJ,35,-3.,T.Holliday,14
S.Suisham,70,PIT,35,-5.,D.Reynaud,32
R.Bironas,69,TEN,35,-4.,C.Rainey,49
S.Suisham,60,PIT,35,5.,D.Reynaud,16
S.Suisham,60,PIT,35,5.,D.Reynaud,22
R.Bironas,67,TEN,35,-2.,C.Rainey,27
S.Suisham,73,PIT,35,-8.,D.Reynaud,29
S.Suisham,72,PIT,35,-7.,D.Reynaud,32
M.Bosher,70,ATL,35,-5.,M.Goodson,25
J.Tucker,49,BLT,35,16.,L.Vickers,14
D.Bailey,64,DAL,35,1.,J.Jones,26
P.Dawson,71,CLV,35,-6.,B.Tate,23
M.Nugent,68,CIN,35,-3.,J.Cribbs,19
P.Dawson,68,CLV,35,-3.,B.Tate,21
M.Nugent,72,CIN,35,-7.,J.Cribbs,44
P.Dawson,70,CLV,35,-5.,B.Tate,17
P.Dawson,63,CLV,35,2.,C.Peerman,19
D.Carpenter,65,MIA,35,0.,C.Givens,20
G.Zuerlein,72,SL,35,-7.,M.Thigpen,25
G.Zuerlein,71,SL,35,-6.,M.Thigpen,44
N.Folk,67,NYJ,35,-2.,C.Vaughn,17
P.McAfee,69,IND,35,-4.,J.McKnight,34
N.Folk,62,NYJ,35,3.,C.Vaughn,19
N.Folk,61,NYJ,35,4.,L.Brazill,20
P.McAfee,65,IND,35,0.,A.Cromartie,20
J.Hanson,60,DET,35,5.,B.Boykin,30
J.Hanson,67,DET,35,-2.,B.Boykin,31
A.Henery,62,PHI,35,3.,S.Logan,15
J.Hanson,65,DET,35,0.,B.Boykin,12
J.Hanson,56,DET,35,9.,B.Boykin,26
J.Hanson,63,DET,35,2.,B.Boykin,23
R.Succop,66,KC,35,-1.,A.Benn,23
J.Feely,63,ARZ,35,2.,L.McKelvin,22
J.Feely,71,ARZ,35,-6.,B.Smith,31
R.Lindell,70,BUF,35,-5.,W.Powell,32
R.Lindell,66,BUF,35,-1.,W.Powell,17
S.Hauschka,67,SEA,35,-2.,D.Woodhead,20
S.Gostkowski,67,NE,35,-2.,L.Washington,17
S.Gostkowski,71,NE,35,-6.,L.Washington,23
S.Hauschka,68,SEA,35,-3.,D.Woodhead,23
L.Tynes,72,NYG,35,-7.,K.Williams,22
L.Tynes,67,NYG,35,-2.,K.Williams,25
L.Tynes,68,NYG,35,-3.,K.Williams,26
D.Akers,63,SF,35,2.,D.Wilson,66
L.Tynes,60,NYG,35,5.,K.Williams,14
L.Tynes,63,NYG,35,2.,K.Williams,19
L.Tynes,60,NYG,35,5.,K.Williams,10
K.Forbath,63,WAS,35,2.,P.Harvin,34
K.Forbath,63,WAS,35,2.,P.Harvin,21
K.Forbath,71,WAS,35,-6.,P.Harvin,45
M.Crosby,66,GB,35,-1.,K.Martin,20
S.Graham,62,HST,35,3.,R.Cobb,19
S.Graham,70,HST,35,-5.,R.Cobb,21
S.Graham,68,HST,35,-3.,R.Cobb,46
M.Prater,73,DEN,35,-8.,R.Goodman,38
N.Novak,67,SD,35,-2.,O.Bolden,24
N.Novak,70,SD,35,-5.,O.Bolden,20
M.Prater,65,DEN,35,0.,R.Goodman,15
M.Prater,66,DEN,35,-1.,R.Goodman,23
M.Prater,61,DEN,35,4.,C.Brinkley,11
M.Prater,72,DEN,35,-7.,R.Goodman,39
S.Hauschka,64,SEA,35,1.,T.Ginn,15
R.Lindell,61,BUF,35,4.,D.Reynaud,19
R.Lindell,64,BUF,35,1.,D.Reynaud,16
R.Bironas,54,TEN,35,11.,B.Smith,89
R.Lindell,61,BUF,35,4.,D.Reynaud,27
R.Bironas,65,TEN,35,0.,L.McKelvin,46
R.Lindell,65,BUF,35,0.,D.Reynaud,32
R.Lindell,64,BUF,35,1.,D.Reynaud,22
D.Bailey,70,DAL,35,-5.,K.Pilares,21
D.Bailey,71,DAL,35,-6.,K.Pilares,27
S.Graham,70,HST,35,-5.,J.Jones,47
S.Graham,66,HST,35,-1.,J.Jones,45
S.Graham,31,HST,35,34.,L.Williams,5
S.Graham,59,HST,35,6.,J.Jones,21
S.Graham,66,HST,35,-1.,J.Jones,26
S.Graham,72,HST,35,-7.,J.Jones,36
P.Dawson,65,CLV,35,0.,M.Moore,24
J.Feely,65,ARZ,35,0.,P.Harvin,28
K.Forbath,63,WAS,35,2.,D.Wilson,26
L.Tynes,56,NYG,35,9.,N.Paul,17
K.Forbath,67,WAS,35,-2.,D.Wilson,19
K.Forbath,71,WAS,35,-6.,D.Wilson,29
M.Crosby,68,GB,35,-3.,C.Givens,23
G.Zuerlein,73,SL,35,-8.,R.Cobb,23
M.Crosby,73,GB,35,-8.,C.Givens,27
M.Crosby,74,GB,35,-9.,I.Pead,32
T.Morstead,73,NO,35,-8.,A.Benn,16
N.Folk,35,NYJ,35,30.,J.Edelman,6
S.Gostkowski,70,NE,35,-5.,J.McKnight,37
N.Folk,70,NYJ,35,-5.,D.McCourty,22
N.Folk,66,NYJ,35,-1.,D.McCourty,22
N.Folk,63,NYJ,35,2.,D.McCourty,19
N.Folk,66,NYJ,35,-1.,D.McCourty,17
S.Gostkowski,69,NE,35,-4.,J.McKnight,19
S.Janikowski,71,OAK,35,-6.,M.Spurlock,22
J.Scobee,66,JAX,35,-1.,M.Goodson,45
J.Scobee,70,JAX,35,-5.,M.Goodson,25
J.Scobee,67,JAX,35,-2.,M.Goodson,17
S.Janikowski,66,OAK,35,-1.,M.Spurlock,18
S.Janikowski,60,OAK,35,5.,M.Thomas,14
M.Nugent,66,CIN,35,-1.,C.Rainey,41
S.Suisham,72,PIT,35,-7.,B.Tate,45
M.Nugent,62,CIN,35,3.,C.Rainey,36
S.Suisham,59,PIT,35,6.,C.Peerman,18
R.Gould,69,CHI,35,-4.,S.Logan,25
R.Gould,70,CHI,35,-5.,S.Logan,19
J.Hanson,68,DET,35,-3.,E.Weems,27
M.Koenen,72,TB,35,-7.,P.Harvin,43
J.Medlock,30,CAR,35,35.,K.Adams,8
J.Medlock,48,CAR,35,17.,E.Weems,3
J.Medlock,27,CAR,35,38.,C.Steltz,5
J.Medlock,31,CAR,35,34.,A.Allen,7
J.Medlock,49,CAR,35,16.,E.Bennett,18
J.Medlock,46,CAR,35,19.,A.Allen,3
P.Dawson,58,CLV,35,7.,C.Carr,11
N.Novak,60,SD,35,5.,J.Cribbs,25
S.Hauschka,68,SEA,35,-3.,S.Logan,21
J.Hanson,70,DET,35,-5.,L.Washington,28
J.Hanson,69,DET,35,-4.,L.Washington,21
M.Crosby,64,GB,35,1.,M.Spurlock,18
M.Crosby,71,GB,35,-6.,M.Spurlock,17
M.Crosby,62,GB,35,3.,K.Toston,24
M.Crosby,70,GB,35,-5.,K.Toston,25
N.Folk,64,NYJ,35,1.,M.Thigpen,21
D.Carpenter,50,MIA,35,15.,K.Reuland,14
D.Carpenter,66,MIA,35,-1.,E.Gates,47
N.Folk,62,NYJ,35,3.,M.Thigpen,57
D.Carpenter,69,MIA,35,-4.,E.Gates,16
M.Bosher,67,ATL,35,-2.,B.Boykin,19
M.Bosher,59,ATL,35,6.,B.Boykin,28
A.Henery,62,PHI,35,3.,Jz.,24
M.Bosher,68,ATL,35,-3.,B.Boykin,20
M.Bosher,62,ATL,35,3.,B.Boykin,22
A.Henery,57,PHI,35,8.,Jz.,6
K.Forbath,62,WAS,35,3.,C.Rainey,21
S.Suisham,68,PIT,35,-3.,B.Banks,22
K.Forbath,61,WAS,35,4.,C.Rainey,22
S.Suisham,68,PIT,35,-3.,B.Banks,28
S.Suisham,72,PIT,35,-7.,B.Banks,30
S.Suisham,61,PIT,35,4.,B.Banks,17
K.Forbath,55,WAS,35,10.,W.Johnson,8
G.Zuerlein,62,SL,35,3.,D.McCourty,19
S.Gostkowski,69,NE,35,-4.,I.Pead,16
S.Gostkowski,42,NE,35,23.,C.Dahl,6
S.Gostkowski,65,NE,35,0.,C.Givens,22
S.Gostkowski,64,NE,35,1.,C.Givens,26
R.Bironas,65,TEN,35,0.,M.Moore,19
R.Bironas,49,TEN,35,16.,C.Vaughn,9
P.McAfee,52,IND,35,13.,D.Reynaud,7
R.Succop,68,KC,35,-3.,M.Goodson,23
R.Succop,62,KC,35,3.,M.Goodson,23
S.Janikowski,73,OAK,35,-8.,S.Draughn,30
L.Tynes,65,NYG,35,0.,L.Dunbar,11
L.Tynes,66,NYG,35,-1.,L.Dunbar,15
L.Tynes,67,NYG,35,-2.,L.Dunbar,44
D.Bailey,63,DAL,35,2.,D.Wilson,21
T.Morstead,70,NO,35,-5.,O.Bolden,12
J.Feely,71,ARZ,35,-6.,T.Ginn,31
N.Novak,73,SD,35,-8.,S.Draughn,28
N.Novak,68,SD,35,-3.,S.Draughn,29
M.Prater,64,DEN,35,1.,B.Tate,35
M.Prater,64,DEN,35,1.,B.Tate,43
M.Nugent,70,CIN,35,-5.,T.Holliday,105
M.Nugent,62,CIN,35,3.,T.Holliday,14
M.Prater,66,DEN,35,-1.,B.Tate,28
M.Prater,43,DEN,35,22.,C.Pressley,8
J.Tucker,71,BLT,35,-6.,J.Cribbs,25
J.Tucker,70,BLT,35,-5.,J.Cribbs,28
P.Dawson,65,CLV,35,0.,J.Jones,22
P.Dawson,66,CLV,35,-1.,J.Jones,23
P.Dawson,67,CLV,35,-2.,J.Jones,21
J.Tucker,72,BLT,35,-7.,J.Cribbs,21
M.Crosby,58,GB,35,7.,W.Powell,9
M.Crosby,64,GB,35,1.,W.Powell,21
J.Feely,61,ARZ,35,4.,R.Cobb,44
M.Crosby,69,GB,35,-4.,W.Powell,31
J.Feely,66,ARZ,35,-1.,R.Cobb,22
J.Feely,67,ARZ,35,-2.,R.Cobb,24
S.Graham,61,HST,35,4.,L.McKelvin,22
R.Lindell,67,BUF,35,-2.,K.Martin,28
S.Graham,57,HST,35,8.,L.McKelvin,15
R.Lindell,66,BUF,35,-1.,K.Martin,25
S.Graham,49,HST,35,16.,B.Smith,15
D.Carpenter,69,MIA,35,-4.,T.Zbikowski,34
P.McAfee,71,IND,35,-6.,M.Thigpen,26
P.McAfee,70,IND,35,-5.,M.Thigpen,26
J.Hanson,70,DET,35,-5.,J.Parmele,23
J.Hanson,69,DET,35,-4.,J.Parmele,25
R.Gould,70,CHI,35,-5.,D.Reynaud,25
R.Gould,73,CHI,35,-8.,D.Reynaud,32
R.Bironas,69,TEN,35,-4.,D.Hester,26
